loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status,Combined_asset_value
3377,5, Graduate, Yes,1600000,4100000,2,748,1400000,1000000,4200000,1000000, Approved,7600000
1257,0, Not Graduate, No,9700000,37300000,20,701,12100000,16200000,24100000,10500000, Approved,62900000
2095,1, Graduate, Yes,3300000,7500000,12,648,6400000,1700000,8700000,1600000, Approved,18400000
3474,5, Graduate, No,3600000,11600000,14,546,8500000,300000,12000000,4800000, Rejected,25600000
3513,3, Graduate, Yes,4100000,12700000,10,465,6400000,1900000,14100000,3200000, Rejected,25600000
1556,3, Graduate, No,200000,800000,18,752,200000,200000,300000,200000, Approved,900000
3842,5, Graduate, Yes,1700000,6500000,14,587,1100000,1000000,6400000,1500000, Approved,10000000
1251,5, Graduate, No,9400000,23700000,18,862,21500000,3500000,22400000,5600000, Approved,53000000
1700,3, Not Graduate, No,7600000,14600000,4,689,5300000,600000,24300000,8600000, Approved,38800000
1253,5, Not Graduate, No,9500000,30700000,10,823,16300000,3700000,30300000,13100000, Approved,63400000
4104,1, Not Graduate, No,6300000,17800000,12,770,6000000,3000000,17000000,3200000, Approved,29200000
4119,2, Graduate, No,2200000,8300000,6,596,4700000,3000000,8500000,1800000, Approved,18000000
3285,3, Graduate, Yes,8600000,21800000,20,641,5300000,8800000,24000000,9100000, Approved,47200000
2934,0, Graduate, No,9600000,23200000,18,389,1000000,17600000,22200000,8800000, Rejected,49600000
80,0, Not Graduate, No,700000,1400000,14,639,1900000,700000,2400000,900000, Approved,5900000
1173,3, Graduate, No,6500000,25200000,10,858,15400000,10900000,14000000,8100000, Approved,48400000
815,1, Graduate, Yes,200000,800000,14,624,600000,0,600000,0, Approved,1200000
1853,1, Not Graduate, Yes,3700000,10200000,4,447,300000,2000000,14500000,3200000, Rejected,20000000
2221,3, Not Graduate, No,5400000,15800000,18,760,12700000,2300000,16400000,7200000, Approved,38600000
2720,1, Graduate, No,8800000,20200000,6,627,24200000,16100000,17600000,11900000, Approved,69800000
3903,5, Graduate, Yes,6900000,19400000,6,801,10100000,9400000,17000000,5500000, Approved,42000000
2106,0, Not Graduate, No,5600000,19300000,18,544,6400000,2800000,19900000,6400000, Rejected,35500000
134,4, Not Graduate, Yes,6800000,13900000,8,479,11700000,9100000,25700000,9600000, Rejected,56100000
1141,2, Not Graduate, Yes,6000000,12600000,16,649,4800000,5300000,23900000,5100000, Approved,39100000
934,2, Not Graduate, Yes,6200000,21600000,20,679,18600000,2500000,24500000,9100000, Approved,54700000
929,1, Not Graduate, Yes,4000000,15600000,12,436,10400000,2800000,14800000,3200000, Rejected,31200000
824,4, Graduate, Yes,3800000,14300000,4,645,1300000,1100000,10900000,4600000, Approved,17900000
3481,0, Graduate, Yes,3700000,11600000,10,747,0,4500000,9000000,3500000, Approved,17000000
3684,4, Not Graduate, No,6700000,25300000,12,555,16900000,3600000,23500000,4900000, Approved,48900000
1532,4, Graduate, Yes,2000000,4700000,2,615,500000,100000,6700000,3000000, Approved,10300000
1215,0, Graduate, No,600000,1600000,10,588,1600000,100000,1100000,300000, Approved,3100000
505,4, Graduate, Yes,8600000,19200000,4,868,20400000,1500000,32800000,9300000, Approved,64000000
4246,5, Not Graduate, Yes,6500000,23900000,2,507,500000,10200000,15900000,8000000, Approved,34600000
2396,0, Not Graduate, Yes,8000000,30400000,2,776,16600000,1400000,29100000,7800000, Approved,54900000
1997,3, Not Graduate, No,8100000,21600000,4,740,22400000,3700000,16900000,9900000, Approved,52900000
2435,0, Not Graduate, No,3900000,11300000,12,305,5000000,5900000,8800000,2100000, Rejected,21800000
3073,4, Not Graduate, Yes,8000000,23200000,14,738,10900000,12100000,19900000,5400000, Approved,48300000
1959,4, Graduate, No,4200000,14600000,6,324,6300000,5900000,11700000,3000000, Rejected,26900000
1385,4, Graduate, No,5200000,14100000,16,483,11800000,800000,19200000,2700000, Rejected,34500000
895,1, Graduate, No,5900000,16800000,4,806,11200000,9700000,22800000,7100000, Approved,50800000
829,4, Not Graduate, No,6300000,21900000,10,538,9600000,5400000,19300000,7800000, Rejected,42100000
456,0, Not Graduate, No,6000000,12400000,2,608,3000000,2100000,17900000,6800000, Approved,29800000
2524,2, Not Graduate, Yes,7500000,17900000,20,734,9100000,5500000,23000000,4900000, Approved,42500000
1684,2, Not Graduate, Yes,6100000,19400000,8,379,5300000,10800000,14300000,4100000, Rejected,34500000
3823,0, Graduate, No,1800000,6600000,4,898,2400000,100000,4600000,1400000, Approved,8500000
3795,4, Not Graduate, Yes,6900000,18300000,18,715,8200000,600000,15000000,7500000, Approved,31300000
3726,3, Graduate, Yes,6300000,19900000,12,770,1900000,2400000,15500000,3100000, Approved,22900000
653,4, Graduate, No,8000000,29100000,4,421,3100000,12000000,27000000,8800000, Approved,50900000
173,3, Not Graduate, Yes,3600000,9500000,16,748,7700000,2400000,9700000,2600000, Approved,22400000
3523,1, Graduate, No,2900000,9600000,4,658,8200000,4300000,7000000,2700000, Approved,22200000
3198,5, Not Graduate, Yes,9400000,23100000,6,762,12400000,10200000,22300000,6600000, Approved,51500000
39,5, Graduate, No,3600000,7700000,16,830,7000000,1300000,10000000,2900000, Approved,21200000
1882,4, Graduate, Yes,2600000,9400000,18,481,2700000,4400000,8600000,2400000, Rejected,18100000
714,1, Graduate, Yes,4400000,14700000,8,894,11400000,6300000,9400000,2400000, Approved,29500000
91,4, Graduate, No,5700000,21100000,18,489,500000,4300000,12500000,6000000, Rejected,23300000
2215,0, Graduate, No,1800000,5800000,18,348,2900000,700000,6700000,1000000, Rejected,11300000
1206,3, Not Graduate, Yes,7000000,16100000,16,379,2000000,5200000,23000000,10000000, Rejected,40200000
2924,0, Graduate, Yes,8500000,20000000,16,786,13300000,7400000,17700000,8900000, Approved,47300000
3665,4, Not Graduate, No,1900000,4000000,10,388,500000,1400000,5600000,900000, Rejected,8400000
3838,2, Not Graduate, Yes,2600000,7600000,10,400,6800000,2800000,10100000,3200000, Rejected,22900000
3487,0, Graduate, Yes,2700000,8400000,6,744,1200000,4100000,7500000,2000000, Approved,14800000
3324,5, Graduate, Yes,4400000,11800000,20,634,5900000,7300000,15200000,4300000, Approved,32700000
3142,5, Graduate, Yes,1300000,4000000,8,407,3800000,1300000,3500000,1100000, Rejected,9700000
1828,1, Graduate, No,1100000,3600000,20,495,1600000,1100000,3100000,500000, Rejected,6300000
1156,0, Not Graduate, Yes,3300000,10000000,16,434,3000000,4100000,12900000,4100000, Rejected,24100000
1325,1, Not Graduate, Yes,1300000,5000000,20,423,900000,800000,3900000,1600000, Rejected,7200000
217,2, Graduate, No,2600000,7800000,4,819,3100000,4300000,5700000,1500000, Approved,14600000
3399,2, Graduate, Yes,6900000,25300000,4,763,9000000,3600000,21300000,5500000, Approved,39400000
511,1, Not Graduate, Yes,3200000,9000000,20,372,2700000,2800000,7200000,3800000, Rejected,16500000
1681,0, Graduate, No,9200000,30700000,10,455,24900000,2000000,32900000,5200000, Rejected,65000000
500,1, Not Graduate, Yes,8400000,24700000,18,698,23000000,13200000,32700000,12200000, Approved,81100000
3672,3, Graduate, Yes,4400000,15300000,16,865,1200000,8400000,15000000,3400000, Approved,28000000
1857,4, Not Graduate, No,3200000,10600000,16,693,7800000,4900000,10400000,1800000, Approved,24900000
1389,4, Graduate, Yes,300000,500000,2,353,600000,100000,1200000,400000, Rejected,2300000
1520,4, Graduate, Yes,7900000,21500000,16,497,2200000,5200000,23100000,7700000, Rejected,38200000
2387,0, Not Graduate, Yes,5000000,17000000,6,624,6700000,6200000,15400000,5900000, Approved,34200000
4043,4, Graduate, No,9300000,34900000,6,837,27400000,800000,21400000,8500000, Approved,58100000
3237,4, Graduate, No,1200000,4400000,6,709,2800000,2300000,4100000,1700000, Approved,10900000
2077,2, Not Graduate, No,1500000,4200000,16,771,2500000,800000,5700000,1100000, Approved,10100000
1541,1, Not Graduate, No,6200000,23100000,16,838,9100000,1400000,23500000,7000000, Approved,41000000
1218,4, Graduate, No,5900000,19900000,14,469,14200000,6800000,22100000,3200000, Rejected,46300000
2682,4, Not Graduate, No,1500000,3100000,6,885,100000,2800000,3800000,1900000, Approved,8600000
2843,1, Not Graduate, No,3500000,10900000,4,524,8800000,6200000,13600000,2800000, Approved,31400000
2994,0, Not Graduate, Yes,3700000,9300000,14,531,8300000,1000000,8900000,1900000, Rejected,20100000
1417,2, Not Graduate, No,7800000,17100000,14,351,19000000,7200000,19300000,7100000, Rejected,52600000
2218,2, Graduate, Yes,6700000,25500000,10,673,11100000,8600000,25100000,5000000, Approved,49800000
3736,4, Graduate, Yes,5400000,11500000,20,705,14600000,3800000,13500000,6100000, Approved,38000000
1677,1, Graduate, No,1600000,4000000,10,615,2200000,2700000,5500000,1400000, Approved,11800000
1198,5, Graduate, Yes,7500000,28200000,2,440,8200000,5800000,24400000,6000000, Approved,44400000
1543,3, Not Graduate, No,7700000,26400000,12,759,3400000,2900000,21900000,10800000, Approved,39000000
3302,5, Graduate, Yes,3600000,8500000,20,594,4400000,6400000,7400000,4500000, Approved,22700000
3728,1, Not Graduate, Yes,7500000,22500000,14,469,12300000,9600000,16200000,4500000, Rejected,42600000
2961,1, Not Graduate, Yes,1000000,2100000,8,793,2900000,1300000,2200000,1400000, Approved,7800000
2540,0, Graduate, Yes,3300000,9000000,18,754,6100000,3900000,6900000,4700000, Approved,21600000
954,5, Graduate, Yes,8700000,28100000,10,660,25500000,800000,25900000,10100000, Approved,62300000
3146,1, Not Graduate, Yes,8900000,22900000,4,757,8200000,11600000,17800000,7800000, Approved,45400000
3081,1, Not Graduate, Yes,6000000,13100000,2,368,9900000,2200000,13700000,4900000, Rejected,30700000
2636,1, Not Graduate, Yes,3500000,7400000,16,867,500000,6600000,9500000,2100000, Approved,18700000
751,2, Graduate, No,1500000,3600000,4,584,3900000,1300000,4800000,1700000, Approved,11700000
2706,5, Graduate, Yes,6900000,16500000,6,447,4100000,400000,14100000,6600000, Rejected,25200000
235,5, Not Graduate, Yes,3300000,7800000,16,632,8500000,500000,7100000,4900000, Approved,21000000
733,2, Not Graduate, No,7700000,18300000,20,504,14600000,500000,18300000,4600000, Rejected,38000000
1239,3, Graduate, Yes,1900000,5900000,8,651,700000,2100000,6200000,1500000, Approved,10500000
4026,3, Graduate, No,1300000,3100000,14,348,1500000,600000,3900000,600000, Rejected,6600000
1157,2, Graduate, Yes,5900000,14300000,2,410,11900000,4400000,16900000,4100000, Rejected,37300000
3822,5, Graduate, Yes,600000,1500000,12,509,1600000,100000,1900000,800000, Rejected,4400000
3767,3, Not Graduate, Yes,5600000,11600000,12,756,3300000,1800000,18400000,7800000, Approved,31300000
2446,0, Graduate, Yes,8600000,29400000,16,643,1000000,14100000,33000000,12300000, Approved,60400000
2983,5, Graduate, No,4500000,16900000,18,455,2700000,2500000,10700000,5600000, Rejected,21500000
1210,0, Graduate, Yes,3200000,12000000,14,645,5200000,1400000,12100000,3400000, Approved,22100000
1066,2, Not Graduate, Yes,1800000,3600000,4,343,3400000,1100000,6200000,1500000, Rejected,12200000
2157,4, Graduate, No,3800000,10400000,10,833,7500000,2500000,14100000,4200000, Approved,28300000
1063,3, Not Graduate, Yes,600000,1400000,16,509,600000,300000,2400000,900000, Rejected,4200000
2617,2, Not Graduate, No,7600000,16700000,20,692,9900000,9600000,25100000,7400000, Approved,52000000
1168,1, Graduate, Yes,8200000,19100000,8,619,17200000,12200000,31500000,6600000, Approved,67500000
3223,4, Not Graduate, Yes,5200000,18300000,10,355,400000,3800000,10600000,3400000, Rejected,18200000
3637,0, Graduate, No,6600000,15200000,18,497,1500000,6900000,14500000,9300000, Rejected,32200000
3556,4, Graduate, No,3200000,11600000,6,635,3300000,4600000,6500000,3900000, Approved,18300000
1493,1, Not Graduate, No,5700000,17200000,4,512,4300000,7000000,21400000,3000000, Approved,35700000
2939,2, Not Graduate, No,5900000,19800000,20,327,7800000,1500000,19700000,8500000, Rejected,37500000
2996,4, Graduate, No,2600000,8500000,4,775,600000,3800000,10400000,2600000, Approved,17400000
3097,3, Graduate, No,7400000,18500000,8,818,10400000,8800000,28000000,8400000, Approved,55600000
3666,5, Graduate, Yes,6400000,20000000,12,594,100000,2100000,16500000,5500000, Approved,24200000
4004,4, Graduate, Yes,5000000,19600000,18,611,13400000,4400000,14400000,4600000, Approved,36800000
3141,1, Graduate, Yes,3800000,8800000,12,670,5200000,4700000,12200000,3800000, Approved,25900000
885,1, Not Graduate, Yes,5100000,20300000,18,757,11800000,3400000,13400000,3200000, Approved,31800000
144,4, Not Graduate, No,6600000,17400000,20,506,2600000,10000000,25900000,7200000, Rejected,45700000
1391,3, Not Graduate, Yes,6100000,21300000,2,387,7100000,3100000,16300000,4100000, Approved,30600000
3578,5, Not Graduate, Yes,9700000,27600000,10,788,9400000,3100000,31800000,10600000, Approved,54900000
851,2, Graduate, Yes,1800000,4200000,8,648,1200000,3100000,6200000,1600000, Approved,12100000
3636,3, Not Graduate, Yes,5400000,16300000,4,512,1600000,3400000,13100000,6000000, Approved,24100000
3456,1, Not Graduate, Yes,2200000,5200000,8,420,2900000,100000,5000000,2300000, Rejected,10300000
2783,5, Graduate, No,8000000,27000000,20,595,4500000,5200000,24800000,10400000, Approved,44900000
718,4, Not Graduate, No,3600000,8700000,14,302,6400000,3700000,7800000,4100000, Rejected,22000000
1820,3, Graduate, Yes,7600000,30000000,10,344,19000000,13700000,27600000,11100000, Rejected,71400000
2503,2, Not Graduate, Yes,2500000,6400000,6,708,6900000,200000,9900000,3500000, Approved,20500000
265,5, Graduate, Yes,3800000,14400000,2,345,3300000,800000,13000000,4700000, Approved,21800000
76,2, Not Graduate, No,1900000,6500000,18,671,600000,2500000,4800000,1100000, Approved,9000000
4087,5, Not Graduate, Yes,1900000,4900000,4,442,3200000,2100000,5800000,900000, Rejected,12000000
2493,5, Not Graduate, No,200000,600000,16,396,0,0,500000,200000, Rejected,700000
396,2, Graduate, Yes,800000,3200000,10,584,0,200000,2100000,700000, Rejected,3000000
3779,0, Not Graduate, Yes,2600000,6000000,8,382,1700000,2200000,8200000,1600000, Rejected,13700000
2225,4, Not Graduate, No,3000000,7200000,2,680,900000,3400000,9600000,1700000, Approved,15600000
3091,2, Graduate, No,5700000,20500000,8,412,5800000,4300000,21200000,4900000, Rejected,36200000
4128,2, Graduate, No,5300000,13200000,10,500,4700000,9800000,20400000,2900000, Rejected,37800000
397,0, Graduate, No,600000,1700000,2,621,400000,400000,2000000,200000, Approved,3000000
1366,4, Not Graduate, No,7600000,29900000,18,445,4800000,13900000,18400000,5700000, Rejected,42800000
3704,1, Not Graduate, Yes,8400000,30900000,8,378,18600000,1000000,25900000,11100000, Rejected,56600000
1904,5, Graduate, Yes,2300000,9100000,16,644,4000000,2600000,6600000,3100000, Approved,16300000
596,4, Graduate, Yes,2700000,5400000,6,861,6300000,2400000,6700000,2700000, Approved,18100000
2110,3, Not Graduate, No,9100000,27400000,18,652,8500000,7300000,31700000,6800000, Approved,54300000
1297,2, Not Graduate, Yes,3900000,13900000,18,715,5000000,5600000,9900000,2100000, Approved,22600000
1822,4, Graduate, Yes,1500000,3300000,16,382,200000,2400000,3200000,1100000, Rejected,6900000
873,0, Not Graduate, Yes,7500000,25800000,18,844,9100000,600000,18600000,6500000, Approved,34800000
3851,5, Not Graduate, Yes,2500000,9400000,16,735,0,2200000,9500000,1700000, Approved,13400000
2265,5, Graduate, No,8200000,18500000,4,394,9600000,5700000,27400000,11100000, Rejected,53800000
2327,5, Graduate, Yes,8000000,21500000,12,779,2600000,15100000,29800000,10400000, Approved,57900000
1549,5, Graduate, No,700000,1900000,4,784,500000,1000000,2100000,600000, Approved,4200000
3441,0, Graduate, Yes,1200000,4200000,4,768,2800000,2200000,2800000,1500000, Approved,9300000
37,3, Not Graduate, No,1600000,6200000,18,636,3400000,700000,5300000,1400000, Approved,10800000
3881,3, Not Graduate, No,9100000,19300000,12,696,26200000,7700000,30100000,13300000, Approved,77300000
2711,3, Graduate, Yes,7400000,15200000,10,548,16700000,12800000,19300000,4800000, Rejected,53600000
3748,4, Not Graduate, No,2300000,5500000,6,343,-100000,4100000,4800000,3200000, Rejected,12000000
2144,2, Graduate, No,6800000,22600000,20,393,2100000,2200000,20300000,8200000, Rejected,32800000
4086,5, Not Graduate, No,5900000,16400000,12,891,10200000,10400000,19600000,4700000, Approved,44900000
978,2, Graduate, No,7000000,24200000,8,833,13700000,4100000,26100000,9100000, Approved,53000000
1572,1, Graduate, No,2700000,6800000,20,713,500000,3300000,6100000,1900000, Approved,11800000
1123,0, Not Graduate, No,6600000,14100000,20,360,6800000,5100000,25400000,7800000, Rejected,45100000
2787,5, Graduate, No,4000000,9400000,4,723,200000,0,12100000,2000000, Approved,14300000
2240,1, Not Graduate, Yes,5300000,18900000,16,361,300000,5000000,11900000,5500000, Rejected,22700000
2968,4, Graduate, No,3900000,12600000,8,553,8200000,2500000,12300000,4500000, Approved,27500000
2505,3, Graduate, Yes,9200000,33500000,8,564,20800000,15200000,29800000,11400000, Approved,77200000
1893,0, Not Graduate, Yes,9300000,22200000,14,701,600000,10100000,35900000,5700000, Approved,52300000
3466,0, Not Graduate, No,800000,2300000,16,739,1800000,600000,2000000,400000, Approved,4800000
676,4, Not Graduate, Yes,4600000,9500000,20,613,5200000,5900000,13700000,3000000, Approved,27800000
2809,4, Graduate, No,5500000,18600000,12,569,13500000,6200000,19700000,7300000, Approved,46700000
3069,1, Not Graduate, No,1900000,7100000,2,834,3900000,2300000,5800000,1400000, Approved,13400000
3989,1, Graduate, No,6900000,19500000,2,809,6100000,10600000,22900000,9300000, Approved,48900000
729,1, Not Graduate, No,3400000,8600000,16,312,6400000,6100000,8400000,3000000, Rejected,23900000
3492,2, Not Graduate, No,8100000,17500000,4,674,10800000,12700000,23200000,9300000, Approved,56000000
3448,5, Not Graduate, Yes,8200000,20900000,14,726,11400000,4800000,26000000,8400000, Approved,50600000
413,4, Not Graduate, No,4900000,18800000,16,880,4200000,4700000,13200000,2600000, Approved,24700000
3147,5, Graduate, Yes,4200000,8500000,4,386,8700000,4600000,10500000,6000000, Rejected,29800000
1517,5, Graduate, No,8800000,21600000,18,613,15400000,12100000,30000000,8400000, Approved,65900000
1650,2, Not Graduate, Yes,1300000,3200000,4,810,3800000,2100000,4300000,800000, Approved,11000000
3573,2, Not Graduate, Yes,400000,1300000,2,885,200000,300000,1100000,500000, Approved,2100000
826,4, Not Graduate, No,7300000,19800000,8,724,5500000,6000000,29000000,10300000, Approved,50800000
3268,4, Graduate, Yes,6000000,17000000,12,607,15300000,3200000,22100000,3900000, Approved,44500000
617,0, Not Graduate, No,4500000,14500000,2,766,6100000,8400000,17200000,6600000, Approved,38300000
115,1, Not Graduate, No,8400000,23400000,14,437,15400000,5800000,33400000,8100000, Rejected,62700000
418,1, Graduate, Yes,2100000,7700000,16,327,5000000,500000,4700000,2300000, Rejected,12500000
3070,5, Graduate, Yes,8700000,18400000,12,394,18800000,3200000,24600000,12000000, Rejected,58600000
1626,2, Not Graduate, Yes,9900000,33200000,4,465,26300000,17000000,24400000,5000000, Approved,72700000
3018,5, Not Graduate, No,3300000,10000000,12,489,2000000,500000,7200000,2800000, Rejected,12500000
2653,2, Graduate, Yes,7000000,18900000,8,584,13000000,13600000,20600000,5000000, Approved,52200000
4224,0, Not Graduate, No,2700000,8400000,14,610,900000,1900000,6100000,2800000, Approved,11700000
90,2, Not Graduate, No,9800000,37600000,10,641,24100000,0,23400000,7600000, Approved,55100000
2897,2, Graduate, No,5400000,17400000,10,335,5900000,1400000,18100000,4300000, Rejected,29700000
3888,0, Graduate, No,4200000,11000000,20,817,6700000,2400000,11700000,6100000, Approved,26900000
2083,5, Graduate, Yes,2400000,8900000,2,745,1700000,2000000,9200000,2100000, Approved,15000000
754,3, Not Graduate, Yes,9200000,27700000,20,688,4800000,16300000,25800000,11200000, Approved,58100000
2547,5, Not Graduate, Yes,5900000,16000000,6,798,15900000,5000000,12300000,3100000, Approved,36300000
3325,2, Not Graduate, No,200000,300000,20,519,0,0,400000,300000, Rejected,700000
3374,0, Graduate, Yes,9300000,24500000,10,600,20200000,700000,32600000,5400000, Approved,58900000
1631,0, Not Graduate, No,7600000,26500000,6,515,6200000,14900000,22000000,4000000, Rejected,47100000
12,2, Not Graduate, Yes,6700000,22700000,18,538,15300000,5800000,20400000,6400000, Rejected,47900000
2445,5, Not Graduate, Yes,5800000,12400000,6,847,5100000,9000000,14100000,7600000, Approved,35800000
285,4, Not Graduate, Yes,600000,1800000,8,417,1700000,700000,1800000,800000, Rejected,5000000
4157,4, Not Graduate, Yes,8900000,27100000,18,363,7800000,3800000,25400000,12700000, Rejected,49700000
1067,0, Graduate, No,6800000,20800000,20,819,16500000,11900000,26700000,8000000, Approved,63100000
1192,0, Not Graduate, No,2600000,9400000,18,879,2800000,1400000,5100000,2300000, Approved,11600000
1441,0, Graduate, No,6200000,20100000,20,345,9300000,5900000,17400000,4100000, Rejected,36700000
3649,0, Graduate, No,6500000,16200000,4,812,17200000,10700000,20200000,6200000, Approved,54300000
4135,5, Graduate, Yes,5700000,15000000,20,819,15500000,9800000,14100000,3400000, Approved,42800000
4132,1, Graduate, No,1000000,3000000,18,614,1800000,1700000,3700000,700000, Approved,7900000
3499,2, Graduate, Yes,9100000,24200000,16,685,25600000,1900000,31100000,9100000, Approved,67700000
2739,1, Not Graduate, Yes,600000,1400000,10,699,400000,500000,1300000,800000, Approved,3000000
4024,0, Not Graduate, No,3800000,13300000,6,655,9600000,0,8600000,2600000, Approved,20800000
1569,5, Not Graduate, Yes,4800000,16400000,14,390,8400000,2400000,9500000,4000000, Rejected,24300000
2428,2, Graduate, No,9300000,22000000,14,393,4300000,3800000,28400000,13900000, Rejected,50400000
2738,1, Graduate, No,2500000,7600000,20,888,7400000,4200000,6400000,1900000, Approved,19900000
3826,2, Not Graduate, Yes,1700000,3500000,10,854,5000000,2400000,3400000,1700000, Approved,12500000
1688,4, Graduate, No,1700000,4300000,18,580,1500000,2400000,6600000,1700000, Approved,12200000
852,1, Not Graduate, No,4900000,18500000,4,612,6100000,5900000,16400000,2900000, Approved,31300000
3547,5, Not Graduate, No,2700000,8200000,2,848,7000000,1000000,6200000,1500000, Approved,15700000
2208,0, Graduate, No,3500000,12300000,16,479,9700000,6000000,7900000,4700000, Rejected,28300000
896,0, Graduate, No,9400000,27900000,6,456,21400000,18500000,35600000,7800000, Rejected,83300000
497,5, Graduate, Yes,9800000,30300000,6,867,20800000,16000000,30200000,7600000, Approved,74600000
2306,4, Graduate, No,7900000,29900000,8,314,22000000,4600000,26000000,8100000, Rejected,60700000
1783,2, Not Graduate, Yes,7300000,15200000,20,776,14700000,9600000,26400000,4100000, Approved,54800000
336,4, Not Graduate, Yes,5500000,20000000,14,593,15100000,2700000,19900000,4900000, Approved,42600000
2840,3, Graduate, No,9700000,35300000,4,462,11500000,9500000,33700000,7200000, Approved,61900000
3088,3, Graduate, No,6100000,24000000,18,718,4100000,3400000,16600000,6800000, Approved,30900000
516,3, Graduate, Yes,8900000,18500000,10,367,6100000,0,32000000,10300000, Rejected,48400000
1349,0, Graduate, Yes,9400000,20000000,4,350,3300000,1400000,37200000,4700000, Rejected,46600000
1016,2, Graduate, Yes,8600000,21600000,16,804,15400000,300000,26800000,7100000, Approved,49600000
2817,4, Graduate, No,5100000,12200000,14,511,2700000,6000000,18300000,3400000, Rejected,30400000
1632,2, Graduate, Yes,7100000,18800000,12,838,1100000,5200000,16600000,4900000, Approved,27800000
2490,1, Not Graduate, Yes,800000,2800000,16,726,2000000,1300000,3100000,1200000, Approved,7600000
3731,5, Graduate, No,200000,700000,18,707,-100000,100000,500000,200000, Approved,700000
2810,0, Graduate, Yes,9600000,20100000,16,427,7200000,2300000,34500000,7400000, Rejected,51400000
3295,0, Not Graduate, Yes,800000,2400000,4,518,500000,800000,2800000,500000, Approved,4600000
3252,4, Graduate, No,1200000,3300000,2,564,2200000,500000,4700000,1100000, Approved,8500000
3820,0, Graduate, Yes,3000000,9600000,6,644,3900000,700000,10500000,3000000, Approved,18100000
4264,3, Graduate, No,5000000,12700000,14,865,4700000,8100000,19500000,6300000, Approved,38600000
1782,4, Graduate, Yes,4100000,11600000,14,854,500000,6900000,12700000,5700000, Approved,25800000
2570,5, Not Graduate, No,5000000,10800000,10,345,12300000,5000000,14100000,6300000, Rejected,37700000
1786,4, Not Graduate, No,7200000,18900000,16,371,6600000,14100000,18900000,4900000, Rejected,44500000
2071,5, Graduate, No,8900000,35500000,16,480,17200000,11300000,25200000,4900000, Rejected,58600000
357,5, Not Graduate, No,3700000,9800000,4,563,9500000,5100000,11200000,3000000, Approved,28800000
4169,3, Not Graduate, Yes,7100000,16700000,4,435,1700000,9600000,24300000,6200000, Rejected,41800000
3326,4, Not Graduate, Yes,800000,2100000,6,353,700000,300000,2900000,1200000, Rejected,5100000
1313,2, Not Graduate, No,9600000,25900000,18,647,11800000,9900000,35600000,11500000, Approved,68800000
1636,0, Not Graduate, No,5100000,13400000,16,649,6800000,1600000,15700000,3900000, Approved,28000000
551,2, Not Graduate, No,3100000,10400000,10,420,6900000,5900000,10000000,3500000, Rejected,26300000
2389,5, Not Graduate, Yes,8400000,18600000,20,703,2500000,7100000,28800000,9500000, Approved,47900000
2480,2, Graduate, No,2700000,9300000,16,656,7700000,2500000,6400000,3600000, Approved,20200000
2522,1, Graduate, Yes,3500000,8100000,10,626,7100000,5500000,7200000,2900000, Approved,22700000
2266,0, Not Graduate, Yes,3700000,9700000,12,501,2600000,6600000,9200000,4600000, Rejected,23000000
2960,5, Graduate, No,9000000,24200000,4,646,12400000,5500000,18100000,11900000, Approved,47900000
1228,5, Graduate, Yes,7500000,26500000,12,512,16500000,2900000,23700000,6000000, Rejected,49100000
3982,0, Graduate, No,2700000,7500000,6,832,7700000,1200000,10000000,2500000, Approved,21400000
3060,0, Graduate, Yes,2000000,6700000,8,461,4900000,2200000,7200000,2600000, Rejected,16900000
958,1, Graduate, No,2200000,8700000,12,613,500000,1800000,5700000,2400000, Approved,10400000
1774,2, Graduate, Yes,5500000,12400000,14,842,-100000,6800000,15800000,5800000, Approved,28300000
2142,5, Graduate, Yes,4400000,16500000,10,806,3500000,4400000,11200000,2800000, Approved,21900000
1009,0, Not Graduate, No,7900000,30800000,4,726,5000000,14600000,23800000,5500000, Approved,48900000
3119,2, Not Graduate, No,5800000,18600000,18,532,10900000,900000,12300000,6700000, Rejected,30800000
1093,3, Graduate, No,5100000,13300000,4,589,11200000,2700000,20200000,6100000, Approved,40200000
3970,1, Not Graduate, No,8300000,20400000,14,348,5600000,12500000,29100000,4700000, Rejected,51900000
3357,4, Graduate, No,5100000,15500000,8,392,6700000,8100000,13600000,6700000, Rejected,35100000
2745,1, Graduate, No,9100000,34000000,12,672,8600000,1600000,32700000,8800000, Approved,51700000
4163,2, Graduate, Yes,6600000,25600000,6,740,10900000,1900000,18900000,9200000, Approved,40900000
997,0, Graduate, Yes,500000,1100000,18,479,1500000,500000,1800000,600000, Rejected,4400000
3507,5, Graduate, No,700000,2400000,16,447,1300000,700000,2600000,800000, Rejected,5400000
1680,4, Graduate, No,1600000,5500000,10,577,400000,1200000,4100000,1400000, Approved,7100000
154,2.5, Not Graduate, No,1300000,4500000,6,415,0,900000,2900000,1200000, Rejected,5000000
3148,5, Not Graduate, Yes,4100000,11100000,18,756,1700000,3000000,10800000,3000000, Approved,18500000
2295,3, Graduate, Yes,7500000,25300000,12,767,13200000,10800000,19400000,9600000, Approved,53000000
2909,0, Not Graduate, No,5700000,21400000,8,340,3200000,1900000,17200000,3800000, Rejected,26100000
